id,name,iso2,iso3,flag_url,location,description,primary_category,primary_category_colour,primary_category_icon,primary_value,secondary_category,secondary_category_colour,secondary_category_icon,secondary_value,colour1,colour2,colour3,colour4,colour5,colour1_url,colour2_url,colour3_url,colour4_url,colour5_url,symbol1,symbol2,symbol3,symbol1_url,symbol2_url,symbol3_url,pattern1,pattern1_url,points
iran,Iran,IR,IRN,https://clintongreen.github.io/vexx-assets/flags/ir.png,Asia • Southern Asia,The stylized red emblem represents the word 'Allah' while the colours symbolize faith and peace.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,91.6 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,white,red,green,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
iraq,Iraq,IQ,IRQ,https://clintongreen.github.io/vexx-assets/flags/iq.png,Asia • Western Asia,The words 'Allahu Akbar' emphasize the nation's Islamic heritage.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"438,317 km²",white,red,black,green,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,7
ireland,Ireland,IE,IRL,https://clintongreen.github.io/vexx-assets/flags/ie.png,Europe • Northern Europe,The green and orange represent different traditions while white symbolizes peace between them.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,English,white,green,orange,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/orange.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
israel,Israel,IL,ISR,https://clintongreen.github.io/vexx-assets/flags/il.png,Asia • Western Asia,The blue stripes recall the traditional prayer shawl while the Star of David represents Judaism.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,white,navy,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
italy,Italy,IT,ITA,https://clintongreen.github.io/vexx-assets/flags/it.png,Europe • Southern Europe,"The green, white and red tricolour became a symbol of national unity.",Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"301,336 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,59 million,white,green,red,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,vertical-triband,https://clintongreen.github.io/vexx-assets/patterns/vertical-triband.png,6
jamaica,Jamaica,JM,JAM,https://clintongreen.github.io/vexx-assets/flags/jm.png,North America • Caribbean,The gold saltire represents natural wealth while green and black symbolize hope and strength.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,2.8 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,yellow,black,green,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,saltire,https://clintongreen.github.io/vexx-assets/patterns/saltire.png,6
japan,Japan,JP,JPN,https://clintongreen.github.io/vexx-assets/flags/jp.png,Asia • Eastern Asia,The red sun disc represents the rising sun and has been Japan's national symbol for centuries.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"377,930 km²",white,red,,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
jordan,Jordan,JO,JOR,https://clintongreen.github.io/vexx-assets/flags/jo.png,Asia • Western Asia,The seven-pointed star represents the opening verses of the Quran and national unity.,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Coastal,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Arabic,white,black,green,red,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,star,,,https://clintongreen.github.io/vexx-assets/symbols/star.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,chevron,https://clintongreen.github.io/vexx-assets/patterns/chevron.png,8
kazakhstan,Kazakhstan,KZ,KAZ,https://clintongreen.github.io/vexx-assets/flags/kz.png,Asia • Central Asia,"The golden sun and eagle symbolize freedom, abundance and the open steppe.",Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Kazakh,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,yellow,blue,,,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blue.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,eagle,,,https://clintongreen.github.io/vexx-assets/symbols/eagle.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
kenya,Kenya,KE,KEN,https://clintongreen.github.io/vexx-assets/flags/ke.png,Africa • Eastern Africa,The Maasai shield and spears represent the defence of freedom.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"580,367 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,56.4 million,white,black,green,red,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
kiribati,Kiribati,KI,KIR,https://clintongreen.github.io/vexx-assets/flags/ki.png,Oceania • Micronesia,The frigatebird symbolizes freedom above the rising sun and Pacific waves.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,"134,518",Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,yellow,white,red,navy,,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
kuwait,Kuwait,KW,KWT,https://clintongreen.github.io/vexx-assets/flags/kw.png,Asia • Western Asia,The national colours symbolize Arab unity while the black trapezoid represents historic battlefields.,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Constitutional monarchy,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"17,818 km²",white,red,green,black,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/black.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,6
kyrgyzstan,Kyrgyzstan,KG,KGZ,https://clintongreen.github.io/vexx-assets/flags/kg.png,Asia • Central Asia,"The sun and tunduk symbolize life, unity and the roof of a traditional yurt.",Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Kyrgyz,red,yellow,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/yellow.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,sun,,,https://clintongreen.github.io/vexx-assets/symbols/sun.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
laos,Laos,LA,LAO,https://clintongreen.github.io/vexx-assets/flags/la.png,Asia • South-Eastern Asia,The white disc represents unity and the full moon above the Mekong River.,Language,#D8CFE8,https://clintongreen.github.io/vexx-assets/categories/language.png,Lao,Geography,#B7D4EA,https://clintongreen.github.io/vexx-assets/categories/geography.png,Landlocked,red,navy,white,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/navy.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,horizontal-triband,https://clintongreen.github.io/vexx-assets/patterns/horizontal-triband.png,6
latvia,Latvia,LV,LVA,https://clintongreen.github.io/vexx-assets/flags/lv.png,Europe • Northern Europe,The deep red and white design is one of Europe's oldest surviving national flags.,Size,#E8D7B8,https://clintongreen.github.io/vexx-assets/categories/size.png,"64,559 km²",Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,1.9 million,red,white,,,,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,4
lebanon,Lebanon,LB,LBN,https://clintongreen.github.io/vexx-assets/flags/lb.png,Asia • Western Asia,The cedar tree represents peace while reflecting the nation's enduring natural heritage.,Population,#EFC8D7,https://clintongreen.github.io/vexx-assets/categories/population.png,5.8 million,Government,#F4D2B8,https://clintongreen.github.io/vexx-assets/categories/government.png,Republic,white,red,green,,,https://clintongreen.github.io/vexx-assets/colours/white.png,https://clintongreen.github.io/vexx-assets/colours/red.png,https://clintongreen.github.io/vexx-assets/colours/green.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,https://clintongreen.github.io/vexx-assets/colours/blank.png,,,,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,https://clintongreen.github.io/vexx-assets/symbols/blank.png,,https://clintongreen.github.io/vexx-assets/patterns/blank.png,5
